radius_m,mu,g_mps2,safety_margin,vmax_mps,vmax_kph,curvature_1pm
14.18652150527016,0.45555555555555555,9.80665,0.9,7.164922237062567,25.79372005342524,0.07048944306950151
15.396314308023445,0.45555555555555555,9.80665,0.9,7.464176581950559,26.871035695022012,0.06495060960653891
16.70927536277212,0.45555555555555555,9.80665,0.9,7.775929759341033,27.99334713362772,0.05984699984225389
18.134202612598305,0.45555555555555555,9.80665,0.9,8.100703802803736,29.16253369009345,0.055144415299808874
19.68064426823892,0.45555555555555555,9.80665,0.9,8.439042549468702,30.38055317808733,0.050811344708558304
21.35896278912639,0.45555555555555555,9.80665,0.9,8.791512550686539,31.649445182471542,0.046818752852038716
23.180404320580113,0.45555555555555555,9.80665,0.9,9.158704020723885,32.97133447460599,0.043139886007604114
25.157174052436584,0.45555555555555555,9.80665,0.9,9.541231825082638,34.3484345702975,0.039750092673987984
27.302518004084163,0.45555555555555555,9.80665,0.9,9.939736510097914,35.783051436352494,0.03662665838551634
29.630811783930948,0.45555555555555555,9.80665,0.9,10.35488537553879,37.277587351939644,0.033748653506088175
32.15765691806901,0.45555555555555555,9.80665,0.9,10.787373592007905,38.83454493122846,0.031096792983014623
34.899985393617925,0.45555555555555555,9.80665,0.9,11.237925365011073,40.456531314039864,0.0286533071209499
37.87617311727583,0.45555555555555555,9.80665,0.9,11.707295147646049,42.14626253152578,0.02640182250999076
41.106163049345874,0.45555555555555555,9.80665,0.9,12.196268903941204,43.906568054188334,0.024327252310062372
44.61159883833952,0.45555555555555555,9.80665,0.9,12.70566542495956,45.74039552985442,0.02241569515640388
48.415969851620716,0.45555555555555555,9.80665,0.9,13.236337699871942,47.650815719539,0.020654342008735473
52.54476857391859,0.45555555555555555,9.80665,0.9,13.78917434429522,49.6410276394628,0.01903139031991789
57.02566142841072,0.45555555555555555,9.80665,0.9,14.36510108828737,51.71436391783453,0.017535964948962268
61.88867416502191,0.45555555555555555,9.80665,0.9,14.965082326490961,53.874296375367464,0.01615804528844112
67.16639305819612,0.45555555555555555,9.80665,0.9,15.590122733020886,56.12444183887519,0.014888398117992625
72.89418326233583,0.45555555555555555,9.80665,0.9,16.241268943800453,58.468568197681634,0.013718515733980334
79.11042578807361,0.45555555555555555,9.80665,0.9,16.919611309162864,60.91060071298631,0.012640558940725057
85.8567746873161,0.45555555555555555,9.80665,0.9,17.626285719652877,63.45462859075036,0.011647304521302186
93.17843617041748,0.45555555555555555,9.80665,0.9,18.362475508086064,66.10491182910984,0.010732096835914515
101.12447152580039,0.45555555555555555,9.80665,0.9,19.129413431050438,68.86588835178158,0.009888803223509207
109.7481258718426,0.45555555555555555,9.80665,0.9,19.928383733168825,71.74218143940777,0.009111772907791985
119.10718494394104,0.45555555555555555,9.80665,0.9,20.76072429757821,74.73860747128155,0.008395799132274511
129.2643623075289,0.45555555555555555,9.80665,0.9,21.627828886227444,77.8601839904188,0.007736084270627743
140.28771959169813,0.45555555555555555,9.80665,0.9,22.53114947374454,81.11213810548035,0.007128207678551341
152.25112255934317,0.45555555555555555,9.80665,0.9,23.47219867878144,84.49991524361319,0.006568096071739821
165.2347360698837,0.45555555555555555,9.80665,0.9,24.452552296907953,88.02918826886864,0.006051996231452594
179.32556125123102,0.45555555555555555,9.80665,0.9,25.47385193929607,91.70586698146585,0.00557644985479244
194.61801848049907,0.45555555555555555,9.80665,0.9,26.537807781612806,95.5361080138061,0.005138270381168232
211.21458007992592,0.45555555555555555,9.80665,0.9,27.646201427725245,99.52632513981088,0.004734521639659483
229.22645696759918,0.45555555555555555,9.80665,0.9,28.8008888930127,103.68320001484572,0.004362498174202241
248.7743438641171,0.45555555555555555,9.80665,0.9,30.0038037122814,108.01369336421304,0.0040197071147586244
269.98922804870523,0.45555555555555555,9.80665,0.9,31.256960177486473,112.5250566389513,0.0037038514729913707
293.0132670841307,0.45555555555555555,9.80665,0.9,32.56245671068244,117.22484415845679,0.0034128147505105206
318.000741391904,0.45555555555555555,9.80665,0.9,33.92247937785014,122.1209257602605,0.0031446467565545717
345.1190880608327,0.45555555555555555,9.80665,0.9,35.339305549484436,127.22149997814397,0.002897550540072516
374.5500228163097,0.45555555555555555,9.80665,0.9,36.81530771407223,132.53510777066003,0.002669870348640799
406.4907576684666,0.45555555555555555,9.80665,0.9,38.352957450846134,138.07064682304608,0.0024600805335298643
441.15532239847073,0.45555555555555555,9.80665,0.9,39.95482956846666,143.83738644647997,0.0022667753265747893
478.7759987380311,0.45555555555555555,9.80665,0.9,41.62360641656333,149.84498309962797,0.0020886594203465155
519.604876852311,0.45555555555555555,9.80665,0.9,43.3620823773535,156.1034965584726,0.0019245392885029315
